rank,score_lower_bound,targetability_score,score_upper_bound,gross,penalty_total,problem_id,canonical_group_id,title,source,domain,difficulty_level,impact_score,claim_kind,route,eligibility_status,resolution_leverage,statement_status_confidence,certificate_verifier_readiness,search_compressibility,boundary_leverage,feedback_quality,local_reuse
1301,24,32,40,35,3,unsolvedmath-ep-203,erdos:203,Erdős Problem #203,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,0,1,2
1302,24,32,40,35,3,unsolvedmath-ep-273,erdos:273,Erdős Problem #273,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,0,1,2
1303,24,32,40,35,3,unsolvedmath-ep-306,erdos:306,Erdős Problem #306,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,0,1,2
1304,24,32,40,35,3,unsolvedmath-ep-5,erdos:5,Erdős Problem #5,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,0,1,2
1305,24,32,40,35,3,unsolvedmath-ep-825,erdos:825,Erdős Problem #825,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,0,1,2
1306,24,32,40,35,3,unsolvedmath-ep-913,erdos:913,Erdős Problem #913,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,8,10,0,0,2
1307,24,32,40,35,3,unsolvedmath-ep-996,erdos:996,Erdős Problem #996,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,0,1,2
1308,24,31,38,52,21,unsolvedmath-nt-065,unsolvedmath:unsolvedmath-nt-065,Hilbert's Twelfth Problem,UnsolvedMath,number_theory,5,100,universal_claim,counterexample,needs_status_audit,18,15,7,6,0,4,2
1309,24,31,38,47,16,unsolvedmath-dyn-001,unsolvedmath:unsolvedmath-dyn-001,The Weinstein Conjecture,UnsolvedMath,dynamical_systems,4,80,universal_claim,counterexample,modeling_candidate,18,15,3,5,2,2,2
1310,24,31,38,46,15,unsolvedmath-nt-029,unsolvedmath:unsolvedmath-nt-029,Artin's Conjecture on Primitive Roots,UnsolvedMath,number_theory,5,100,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,9,12,0,0,2
1311,24,31,38,46,15,unsolvedmath-geo-028,unsolvedmath:unsolvedmath-geo-028,Ehrhart's Volume Conjecture,UnsolvedMath,geometry,4,80,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,6,3,2
1312,24,31,38,45,14,unsolvedmath-graph-046,unsolvedmath:unsolvedmath-graph-046,Word-Representable Near-Triangulations,UnsolvedMath,graph_theory,4,80,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,7,10,2,1,2
1313,24,31,38,43,12,unsolvedmath-kp-2.17,unsolvedmath:unsolvedmath-kp-2.17,Kirby Problem 2.17,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,3,2
1314,24,31,38,43,12,unsolvedmath-kp-3.42,unsolvedmath:unsolvedmath-kp-3.42,Kirby Problem 3.42,UnsolvedMath,topology,3,60,universal_claim,counterexample,needs_status_audit,18,15,2,3,0,3,2
1315,24,31,38,43,12,unsolvedmath-kp-4.55,unsolvedmath:unsolvedmath-kp-4.55,Kirby Problem 4.55,UnsolvedMath,topology,3,60,equivalence_claim,counterexample,needs_status_audit,18,15,2,3,0,3,2
1316,24,31,38,41,10,unsolvedmath-game-006,unsolvedmath:unsolvedmath-game-006,Perfect Komi in Go,UnsolvedMath,combinatorics,3,60,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,7,8,0,1,2
1317,24,31,38,41,10,unsolvedmath-kp-1.1,unsolvedmath:unsolvedmath-kp-1.1,Kirby Problem 1.1,UnsolvedMath,topology,3,60,equivalence_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1318,24,31,38,41,10,unsolvedmath-kp-1.30,unsolvedmath:unsolvedmath-kp-1.30,Kirby Problem 1.30,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1319,24,31,38,41,10,unsolvedmath-kp-1.51,unsolvedmath:unsolvedmath-kp-1.51,Kirby Problem 1.51,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1320,24,31,38,41,10,unsolvedmath-kp-1.65,unsolvedmath:unsolvedmath-kp-1.65,Kirby Problem 1.65,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1321,24,31,38,41,10,unsolvedmath-kp-1.69,unsolvedmath:unsolvedmath-kp-1.69,Kirby Problem 1.69,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1322,24,31,38,41,10,unsolvedmath-kp-3.53,unsolvedmath:unsolvedmath-kp-3.53,Kirby Problem 3.53,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1323,24,31,38,41,10,unsolvedmath-kp-4.111,unsolvedmath:unsolvedmath-kp-4.111,Kirby Problem 4.111,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1324,24,31,38,41,10,unsolvedmath-kp-4.112,unsolvedmath:unsolvedmath-kp-4.112,Kirby Problem 4.112,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1325,24,31,38,41,10,unsolvedmath-kp-4.31,unsolvedmath:unsolvedmath-kp-4.31,Kirby Problem 4.31,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1326,24,31,38,41,10,unsolvedmath-kp-4.37,unsolvedmath:unsolvedmath-kp-4.37,Kirby Problem 4.37,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1327,24,31,38,41,10,unsolvedmath-kp-4.38,unsolvedmath:unsolvedmath-kp-4.38,Kirby Problem 4.38,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1328,24,31,38,41,10,unsolvedmath-kp-4.40,unsolvedmath:unsolvedmath-kp-4.40,Kirby Problem 4.40,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1329,24,31,38,41,10,unsolvedmath-kp-4.46,unsolvedmath:unsolvedmath-kp-4.46,Kirby Problem 4.46,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1330,24,31,38,41,10,unsolvedmath-kp-4.59,unsolvedmath:unsolvedmath-kp-4.59,Kirby Problem 4.59,UnsolvedMath,topology,3,60,equivalence_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1331,24,31,38,41,10,unsolvedmath-kp-4.73,unsolvedmath:unsolvedmath-kp-4.73,Kirby Problem 4.73,UnsolvedMath,topology,3,60,equivalence_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1332,24,31,38,41,10,unsolvedmath-kp-4.9,unsolvedmath:unsolvedmath-kp-4.9,Kirby Problem 4.9,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1333,24,31,38,41,10,unsolvedmath-kp-4.92,unsolvedmath:unsolvedmath-kp-4.92,Kirby Problem 4.92,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1334,24,31,38,41,10,unsolvedmath-kp-4.93,unsolvedmath:unsolvedmath-kp-4.93,Kirby Problem 4.93,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1335,24,31,38,41,10,unsolvedmath-kp-5.1,unsolvedmath:unsolvedmath-kp-5.1,Kirby Problem 5.1,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1336,24,31,38,41,10,unsolvedmath-kp-5.11,unsolvedmath:unsolvedmath-kp-5.11,Kirby Problem 5.11,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1337,24,31,38,40,9,unsolvedmath-opg-36697,unsolvedmath:unsolvedmath-opg-36697,Invariant subspace problem,UnsolvedMath,analysis,2,40,universal_claim,counterexample,modeling_candidate,18,15,3,1,0,1,2
1338,24,31,38,39,8,unsolvedmath-green-026,unsolvedmath:unsolvedmath-green-026,Partitions and Large Cosets,UnsolvedMath,combinatorics,2,40,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,0,2,2
1339,24,31,38,38,7,formal-conjectures-erdos-740,erdos:740,Formal Conjectures: erdos_740,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,6,9,1,3,4
1340,24,31,38,38,7,unsolvedmath-green-021,unsolvedmath:unsolvedmath-green-021,Large Sieve and Quadratic Sets,UnsolvedMath,number_theory,1,20,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,0,1,2
1341,24,31,38,38,7,unsolvedmath-opg-1825,unsolvedmath:unsolvedmath-opg-1825,3-accessibility of Fibonacci numbers,UnsolvedMath,combinatorics,1,20,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,0,1,2
1342,24,31,38,38,7,unsolvedmath-opg-624,unsolvedmath:unsolvedmath-opg-624,Universal Steiner triple systems,UnsolvedMath,graph_theory,1,20,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,0,1,2
1343,24,31,38,37,6,unsolvedmath-guy-a16,unsolvedmath:unsolvedmath-guy-a16,Walking to Infinity on Gaussian Primes,UnsolvedMath,number_theory,3,60,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,0,3,2
1344,24,31,38,36,5,formal-conjectures-pollock-tetrahedral,formal_conjectures:formal-conjectures-pollock-tetrahedral,Formal Conjectures: pollock_tetrahedral,Google DeepMind Formal Conjectures,research_mathematics,,50,existence_claim,witness_discovery,not_counterexample_target,0,15,3,11,1,2,4
1345,24,31,38,34,3,unsolvedmath-green-052,unsolvedmath:unsolvedmath-green-052,Equidistribution of Integer Multiples,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,0,0,2
1346,24,31,38,34,3,unsolvedmath-opg-37448,unsolvedmath:unsolvedmath-opg-37448,MSO alternation hierarchy over pictures,UnsolvedMath,logic,1,20,unclassified_question,formal_modeling,modeling_candidate,5,15,3,7,0,2,2
1347,23,33,43,40,7,unsolvedmath-ep-1083,erdos:1083,Erdős Problem #1083,UnsolvedMath,combinatorics,1,20,classification_or_optimization,subclaim_decomposition,needs_atomic_split,4,15,8,8,0,3,2
1348,23,33,43,40,7,unsolvedmath-ep-1087,erdos:1087,Erdős Problem #1087,UnsolvedMath,combinatorics,1,20,classification_or_optimization,subclaim_decomposition,needs_atomic_split,4,15,8,8,0,3,2
1349,23,33,43,40,7,unsolvedmath-ep-176,erdos:176,Erdős Problem #176,UnsolvedMath,combinatorics,1,20,mixed_quantifiers,subclaim_decomposition,needs_atomic_split,4,15,7,10,0,2,2
1350,23,33,43,40,7,unsolvedmath-ep-963,erdos:963,Erdős Problem #963,UnsolvedMath,combinatorics,1,20,classification_or_optimization,subclaim_decomposition,needs_atomic_split,4,15,7,10,1,1,2
1351,23,33,43,36,3,unsolvedmath-ep-1101,erdos:1101,Erdős Problem #1101,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,needs_atomic_split,0,15,8,10,0,1,2
1352,23,32,41,45,13,formal-conjectures-erdos-1-variants-real,erdos:1,Formal Conjectures: erdos_1.variants.real,Google DeepMind Formal Conjectures,research_mathematics,,50,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,6,9,1,2,4
1353,23,32,41,45,13,formal-conjectures-sofaconstant-eq-volume-iff-eq-gerverssofa,formal_conjectures:formal-conjectures-sofaconstant-eq-volume-iff-eq-gerverssofa,Formal Conjectures: sofaConstant_eq_volume_iff_eq_gerversSofa,Google DeepMind Formal Conjectures,research_mathematics,,50,equivalence_claim,counterexample,modeling_candidate,20,15,3,1,0,2,4
1354,23,32,41,42,10,unsolvedmath-alg-002,unsolvedmath:unsolvedmath-alg-002,Kaplansky's Conjectures,UnsolvedMath,algebra,4,80,universal_claim,counterexample,needs_atomic_split,4,15,6,10,2,3,2
1355,23,32,41,42,10,unsolvedmath-green-053,unsolvedmath:unsolvedmath-green-053,Random Permutations Fixing k-Sets,UnsolvedMath,combinatorics,2,40,equivalence_claim,counterexample,needs_atomic_split,4,15,7,12,0,2,2
1356,23,32,41,41,9,formal-conjectures-erdos-477-variants-monomial,erdos:477,Formal Conjectures: erdos_477.variants.monomial,Google DeepMind Formal Conjectures,research_mathematics,,50,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,4,7,1,2,4
1357,23,32,41,40,8,unsolvedmath-kou-21.3,unsolvedmath:unsolvedmath-kou-21.3,Kourovka Notebook Problem 21.3,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_atomic_split,4,15,7,10,1,1,2
1358,23,32,41,36,4,unsolvedmath-kou-21.117,unsolvedmath:unsolvedmath-kou-21.117,Kourovka Notebook Problem 21.117,UnsolvedMath,group_theory,2,40,existence_claim,witness_discovery,needs_atomic_split,0,15,7,12,0,0,2
1359,23,31,39,40,9,unsolvedmath-ep-122,erdos:122,Erdős Problem #122,UnsolvedMath,number_theory,1,20,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,7,8,0,0,2
1360,23,31,39,40,9,unsolvedmath-ep-509,erdos:509,Erdős Problem #509,UnsolvedMath,combinatorics,1,20,unclassified_question,formal_modeling,modeling_candidate,5,15,7,10,0,1,2
1361,23,31,39,38,7,unsolvedmath-ep-165,erdos:165,Erdős Problem #165,UnsolvedMath,graph_theory,1,20,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,0,1,2
1362,23,31,39,38,7,unsolvedmath-ep-288,erdos:288,Erdős Problem #288,UnsolvedMath,combinatorics,1,20,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,0,1,2
1363,23,31,39,38,7,unsolvedmath-ep-66,erdos:66,Erdős Problem #66,UnsolvedMath,combinatorics,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,2,2,2
1364,23,31,39,38,7,unsolvedmath-ep-936,erdos:936,Erdős Problem #936,UnsolvedMath,combinatorics,1,20,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,0,1,2
1365,23,31,39,38,7,unsolvedmath-ep-98,erdos:98,Erdős Problem #98,UnsolvedMath,geometry,1,20,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,6,4,0,3,2
1366,23,31,39,35,4,unsolvedmath-ep-952,erdos:952,Erdős Problem #952,UnsolvedMath,number_theory,2,40,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,0,1,2
1367,23,31,39,34,3,unsolvedmath-ep-17,erdos:17,Erdős Problem #17,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,0,0,2
1368,23,31,39,34,3,unsolvedmath-ep-313,erdos:313,Erdős Problem #313,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,0,0,2
1369,23,31,39,34,3,unsolvedmath-ep-330,erdos:330,Erdős Problem #330,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,0,0,2
1370,23,31,39,34,3,unsolvedmath-ep-376,erdos:376,Erdős Problem #376,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,0,0,2
1371,23,30,37,46,16,unsolvedmath-top-009,unsolvedmath:unsolvedmath-top-009,Zeeman Conjecture,UnsolvedMath,topology,4,80,universal_claim,counterexample,needs_status_audit,18,15,2,5,1,3,2
1372,23,30,37,45,15,unsolvedmath-top-002,unsolvedmath:unsolvedmath-top-002,The Volume Conjecture,UnsolvedMath,topology,4,80,equivalence_claim,counterexample,modeling_candidate,18,15,2,5,2,1,2
1373,23,30,37,44,14,unsolvedmath-geo-026,unsolvedmath:unsolvedmath-geo-026,The Unit Distance Problem,UnsolvedMath,geometry,4,80,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,6,6,2,5,2
1374,23,30,37,44,14,unsolvedmath-set-002,unsolvedmath:unsolvedmath-set-002,Singular Cardinals Hypothesis,UnsolvedMath,set_theory,4,80,equivalence_claim,counterexample,modeling_candidate,18,15,4,3,0,2,2
1375,23,30,37,42,12,unsolvedmath-kp-3.34,unsolvedmath:unsolvedmath-kp-3.34,Kirby Problem 3.34,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,2,2
1376,23,30,37,42,12,formal-conjectures-erdos-535-variants-sunflower-strong,erdos:535,Formal Conjectures: erdos_535.variants.sunflower_strong,Google DeepMind Formal Conjectures,research_mathematics,,50,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,6,7,0,2,4
1377,23,30,37,40,10,unsolvedmath-alg-025,unsolvedmath:unsolvedmath-alg-025,The Guralnick-Thompson Conjecture,UnsolvedMath,algebra,4,80,unclassified_question,formal_modeling,modeling_candidate,5,15,7,10,0,1,2
1378,23,30,37,40,10,unsolvedmath-graph-023,unsolvedmath:unsolvedmath-graph-023,Conference Graph Existence,UnsolvedMath,graph_theory,4,80,existence_claim,witness_discovery,not_counterexample_target,0,15,9,14,0,0,2
1379,23,30,37,40,10,unsolvedmath-mod-007,unsolvedmath:unsolvedmath-mod-007,Henson Graphs Finite Model Property,UnsolvedMath,algebra,4,80,unclassified_question,formal_modeling,modeling_candidate,5,15,7,10,0,1,2
1380,23,30,37,40,10,unsolvedmath-geo-004,unsolvedmath:unsolvedmath-geo-004,The Moving Sofa Problem,UnsolvedMath,geometry,3,60,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,5,4,2,4,2
1381,23,30,37,40,10,unsolvedmath-geom-025,unsolvedmath:unsolvedmath-geom-025,Bellman's Lost-in-a-Forest Problem,UnsolvedMath,geometry,3,60,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,6,6,0,3,2
1382,23,30,37,40,10,unsolvedmath-kou-21.109,unsolvedmath:unsolvedmath-kou-21.109,Kourovka Notebook Problem 21.109,UnsolvedMath,group_theory,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,0,3,2
1383,23,30,37,40,10,unsolvedmath-nt-049,unsolvedmath:unsolvedmath-nt-049,Lychrel Numbers in Base 10,UnsolvedMath,number_theory,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,7,6,2,3,2
1384,23,30,37,39,9,unsolvedmath-opg-36880,unsolvedmath:unsolvedmath-opg-36880,Does the chromatic symmetric function distinguish between trees?,UnsolvedMath,graph_theory,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,8,12,0,2,2
1385,23,30,37,38,8,unsolvedmath-green-020,unsolvedmath:unsolvedmath-green-020,Multidimensional Szemerédi Theorem Bounds,UnsolvedMath,combinatorics,2,40,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,0,1,2
1386,23,30,37,38,8,unsolvedmath-green-025,unsolvedmath:unsolvedmath-green-025,Additive Complements and Cosets,UnsolvedMath,combinatorics,2,40,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,0,1,2
1387,23,30,37,38,8,unsolvedmath-kou-21.103,unsolvedmath:unsolvedmath-kou-21.103,Kourovka Notebook Problem 21.103,UnsolvedMath,group_theory,2,40,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,0,1,2
1388,23,30,37,38,8,unsolvedmath-kou-21.22,unsolvedmath:unsolvedmath-kou-21.22,Kourovka Notebook Problem 21.22,UnsolvedMath,group_theory,2,40,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,0,1,2
1389,23,30,37,38,8,unsolvedmath-kou-21.40,unsolvedmath:unsolvedmath-kou-21.40,Kourovka Notebook Problem 21.40,UnsolvedMath,group_theory,2,40,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,0,1,2
1390,23,30,37,38,8,unsolvedmath-kou-21.73,unsolvedmath:unsolvedmath-kou-21.73,Kourovka Notebook Problem 21.73,UnsolvedMath,group_theory,2,40,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,0,1,2
1391,23,30,37,38,8,unsolvedmath-kou-21.98,unsolvedmath:unsolvedmath-kou-21.98,Kourovka Notebook Problem 21.98,UnsolvedMath,group_theory,2,40,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,0,1,2
1392,23,30,37,38,8,unsolvedmath-opg-373,unsolvedmath:unsolvedmath-opg-373,The large sets conjecture,UnsolvedMath,combinatorics,2,40,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,0,1,2
1393,23,30,37,37,7,formal-conjectures-erdos-938,erdos:938,Formal Conjectures: erdos_938,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,6,9,0,3,4
1394,23,30,37,36,6,unsolvedmath-opg-59977,unsolvedmath:unsolvedmath-opg-59977,Are there infinite number of Mersenne Primes?,UnsolvedMath,number_theory,3,60,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,0,2,2
1395,22,32,42,41,9,unsolvedmath-ep-1100,erdos:1100,Erdős Problem #1100,UnsolvedMath,number_theory,1,20,classification_or_optimization,subclaim_decomposition,needs_atomic_split,4,15,7,12,1,0,2
1396,22,32,42,41,9,unsolvedmath-ep-404,erdos:404,Erdős Problem #404,UnsolvedMath,number_theory,1,20,classification_or_optimization,subclaim_decomposition,needs_atomic_split,4,15,8,10,0,2,2
1397,22,32,42,41,9,unsolvedmath-ep-415,erdos:415,Erdős Problem #415,UnsolvedMath,number_theory,1,20,mixed_quantifiers,subclaim_decomposition,needs_atomic_split,4,15,8,10,0,2,2
1398,22,32,42,39,7,unsolvedmath-ep-1070,erdos:1070,Erdős Problem #1070,UnsolvedMath,graph_theory,1,20,classification_or_optimization,subclaim_decomposition,needs_atomic_split,4,15,8,8,0,2,2
1399,22,32,42,39,7,unsolvedmath-ep-529,erdos:529,Erdős Problem #529,UnsolvedMath,graph_theory,1,20,universal_claim,counterexample,needs_atomic_split,4,15,8,8,0,2,2
1400,22,32,42,39,7,unsolvedmath-ep-790,erdos:790,Erdős Problem #790,UnsolvedMath,combinatorics,1,20,classification_or_optimization,subclaim_decomposition,needs_atomic_split,4,15,7,10,0,1,2
1401,22,32,42,39,7,unsolvedmath-ep-863,erdos:863,Erdős Problem #863,UnsolvedMath,combinatorics,1,20,mixed_quantifiers,subclaim_decomposition,needs_atomic_split,4,15,7,8,0,3,2
1402,22,32,42,39,7,unsolvedmath-ep-864,erdos:864,Erdős Problem #864,UnsolvedMath,combinatorics,1,20,classification_or_optimization,subclaim_decomposition,needs_atomic_split,4,15,7,8,0,3,2
1403,22,32,42,35,3,unsolvedmath-ep-1093,erdos:1093,Erdős Problem #1093,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,needs_atomic_split,0,15,8,10,0,0,2
1404,22,32,42,35,3,unsolvedmath-ep-32,erdos:32,Erdős Problem #32,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,needs_atomic_split,0,15,7,10,0,1,2
1405,22,31,40,41,10,unsolvedmath-kou-21.146,unsolvedmath:unsolvedmath-kou-21.146,Kourovka Notebook Problem 21.146,UnsolvedMath,group_theory,3,60,universal_claim,counterexample,needs_atomic_split,4,15,7,10,1,2,2
1406,22,31,40,40,9,formal-conjectures-erdos-218-variants-le,erdos:218,Formal Conjectures: erdos_218.variants.le,Google DeepMind Formal Conjectures,research_mathematics,,50,closed_relation,formal_modeling,modeling_candidate,5,15,4,7,1,4,4
1407,22,31,40,39,8,unsolvedmath-kou-21.124,unsolvedmath:unsolvedmath-kou-21.124,Kourovka Notebook Problem 21.124,UnsolvedMath,group_theory,2,40,universal_claim,counterexample,needs_atomic_split,4,15,7,8,0,3,2
1408,22,31,40,37,6,unsolvedmath-kp-1.25,unsolvedmath:unsolvedmath-kp-1.25,Kirby Problem 1.25,UnsolvedMath,topology,3,60,equivalence_claim,counterexample,needs_atomic_split,4,15,5,9,0,2,2
1409,22,31,40,37,6,unsolvedmath-kp-1.7,unsolvedmath:unsolvedmath-kp-1.7,Kirby Problem 1.7,UnsolvedMath,topology,3,60,unclassified_question,formal_modeling,needs_atomic_split,4,15,5,9,0,2,2
1410,22,30,38,39,9,unsolvedmath-ep-463,erdos:463,Erdős Problem #463,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,8,12,1,1,2
1411,22,30,38,39,9,unsolvedmath-ep-906,erdos:906,Erdős Problem #906,UnsolvedMath,combinatorics,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,9,12,0,1,2
1412,22,30,38,39,9,unsolvedmath-ep-948,erdos:948,Erdős Problem #948,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,10,12,0,0,2
1413,22,30,38,37,7,unsolvedmath-ep-197,erdos:197,Erdős Problem #197,UnsolvedMath,number_theory,1,20,unclassified_question,formal_modeling,modeling_candidate,5,15,7,6,0,2,2
1414,22,30,38,37,7,unsolvedmath-ep-660,erdos:660,Erdős Problem #660,UnsolvedMath,graph_theory,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,8,8,0,4,2
1415,22,30,38,36,6,unsolvedmath-ep-141,erdos:141,Erdős Problem #141,UnsolvedMath,number_theory,3,60,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,2,0,2
1416,22,30,38,36,6,unsolvedmath-ep-972,erdos:972,Erdős Problem #972,UnsolvedMath,number_theory,3,60,existence_claim,witness_discovery,not_counterexample_target,0,15,7,12,0,0,2
1417,22,30,38,35,5,unsolvedmath-ep-727,erdos:727,Erdős Problem #727,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,8,10,0,0,2
1418,22,29,36,45,16,unsolvedmath-comb-010,unsolvedmath:unsolvedmath-comb-010,The Cap Set Problem,UnsolvedMath,combinatorics,4,80,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,8,8,0,4,2
1419,22,29,36,45,16,unsolvedmath-top-003,unsolvedmath:unsolvedmath-top-003,The Whitehead Conjecture,UnsolvedMath,topology,4,80,universal_claim,counterexample,modeling_candidate,18,15,2,5,2,1,2
1420,22,29,36,44,15,unsolvedmath-ag-004,unsolvedmath:unsolvedmath-ag-004,The Tate Conjecture,UnsolvedMath,algebraic_geometry,5,100,unclassified_question,formal_modeling,modeling_candidate,5,15,5,11,4,2,2
1421,22,29,36,44,15,unsolvedmath-nt-005,unsolvedmath:unsolvedmath-nt-005,ABC Conjecture,UnsolvedMath,number_theory,5,100,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,8,10,0,1,2
1422,22,29,36,43,14,unsolvedmath-comb-006,unsolvedmath:unsolvedmath-comb-006,Sunflower Conjecture,UnsolvedMath,combinatorics,4,80,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,7,8,0,3,2
1423,22,29,36,41,12,unsolvedmath-kp-3.3,unsolvedmath:unsolvedmath-kp-3.3,Kirby Problem 3.3,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1424,22,29,36,41,12,unsolvedmath-kp-3.36,unsolvedmath:unsolvedmath-kp-3.36,Kirby Problem 3.36,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1425,22,29,36,41,12,unsolvedmath-kp-3.38,unsolvedmath:unsolvedmath-kp-3.38,Kirby Problem 3.38,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
